,Site_name,Project_name,Workbook_name,Dashboard_name,Sheet_name,Datasource_name,Database_name,Database_connection,Number of columns,Column_name,Table_name
291,890Portal,Default,dummy_new,Car Track At Port,Sheet 28,map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,23,"Car ID,Pdi Ok,Warehouse Out,Customs,PDI_Entry,Port Arrival,Pre Warehouse Exit,Car Weight,Dealer_Arrival,Ideal Lead Time,Retail_Date,Production Date,Batch ID,Destination Port,Distance_in_km,Dealer_Receipt,City,Dealer_Name,Warehouse In,Seat Capacity,Type Class Car,Pre Warehouse Entry,Engine ID","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1"
292,890Portal,Default,dummy_new,Car Track At Port,Sheet 49,Sheet1 (Glossary_Dummy) (2),,,0,,
293,890Portal,Default,dummy_new,Car Track At Inland,Sheet 9,map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,23,"Car ID,Pdi Ok,Warehouse Out,Customs,PDI_Entry,Port Arrival,Pre Warehouse Exit,Car Weight,Dealer_Arrival,Ideal Lead Time,Retail_Date,Production Date,Batch ID,Destination Port,Distance_in_km,Dealer_Receipt,City,Dealer_Name,Warehouse In,Seat Capacity,Type Class Car,Pre Warehouse Entry,Engine ID","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1"
294,890Portal,Default,dummy_new,Car Track At Inland,Sheet 43,map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,22,"Car ID,Pdi Ok,Warehouse Out,Customs,PDI_Entry,Pre Warehouse Exit,Car Weight,Dealer_Arrival,Ideal Lead Time,Retail_Date,Production Date,Batch ID,Destination Port,Distance_in_km,Dealer_Receipt,City,Dealer_Name,Warehouse In,Seat Capacity,Type Class Car,Pre Warehouse Entry,Engine ID","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1"
295,890Portal,Default,dummy_new,Car Track At Inland,Sheet 48,Sheet1 (Glossary_Dummy) (2),,,0,,
296,890Portal,Default,dummy_new,Car Track At Inland,Sheet 44,map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,14,"Car ID,Warehouse Out,Dealer_Arrival,Ideal Lead Time,Retail_Date,Path Id,Production Date,Batch ID,Path No,Destination Port,Distance_in_km,Dealer_Receipt,City,Dealer_Name","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1"
297,890Portal,Default,dummy_new,Car Track At Inland,Sheet 10,map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,23,"Car ID,Pdi Ok,Warehouse Out,Customs,PDI_Entry,Port Arrival,Pre Warehouse Exit,Car Weight,Dealer_Arrival,Ideal Lead Time,Retail_Date,Production Date,Batch ID,Destination Port,Distance_in_km,Dealer_Receipt,City,Dealer_Name,Warehouse In,Seat Capacity,Type Class Car,Pre Warehouse Entry,Engine ID","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1"
298,890Portal,Default,dummy_new,Car Track At Inland,Sheet 1 (3),map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,15,"Car ID,Warehouse Out,Port Arrival,Dealer_Arrival,Ideal Lead Time,Retail_Date,Production Date,Batch ID,Path No,Destination Port,Distance_in_km,Average_Cost,Dealer_Receipt,City,Dealer_Name","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1"
299,890Portal,Default,dummy_new,Car Track At Inland,Sheet 27,map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,23,"Car ID,Pdi Ok,Warehouse Out,Customs,PDI_Entry,Port Arrival,Pre Warehouse Exit,Car Weight,Dealer_Arrival,Ideal Lead Time,Retail_Date,Production Date,Batch ID,Destination Port,Distance_in_km,Dealer_Receipt,City,Dealer_Name,Warehouse In,Seat Capacity,Type Class Car,Pre Warehouse Entry,Engine ID","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1"
300,890Portal,Default,dummy_new,Car Track At Inland,Sheet 17,map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,23,"Car ID,Pdi Ok,Warehouse Out,Customs,PDI_Entry,Port Arrival,Pre Warehouse Exit,Car Weight,Dealer_Arrival,Ideal Lead Time,Retail_Date,Production Date,Batch ID,Destination Port,Distance_in_km,Dealer_Receipt,City,Dealer_Name,Warehouse In,Seat Capacity,Type Class Car,Pre Warehouse Entry,Engine ID","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1"
301,890Portal,Default,dummy_new,Car Track At Inland,Sheet 21,map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,23,"Car ID,Pdi Ok,Warehouse Out,Customs,PDI_Entry,Port Arrival,Pre Warehouse Exit,Car Weight,Dealer_Arrival,Ideal Lead Time,Retail_Date,Production Date,Batch ID,Destination Port,Distance_in_km,Dealer_Receipt,City,Dealer_Name,Warehouse In,Seat Capacity,Type Class Car,Pre Warehouse Entry,Engine ID","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1"
302,890Portal,Default,dummy_new,Car Track At Inland,Sheet 3 (2),map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,20,"Car ID,Pdi Ok,Warehouse Out,Customs,PDI_Entry,Port Arrival,Pre Warehouse Exit,Dealer_Arrival,Ideal Lead Time,Retail_Date,Production Date,Batch ID,Path No,Destination Port,Distance_in_km,Dealer_Receipt,City,Dealer_Name,Warehouse In,Pre Warehouse Entry","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1"
303,890Portal,Default,dummy_new,Car Track At Inland,Sheet 2 (3),map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,17,"Car ID,Pdi Ok,Warehouse Out,Customs,PDI_Entry,Port Arrival,Dealer_Arrival,Ideal Lead Time,Retail_Date,Production Date,Batch ID,Path No,Destination Port,Distance_in_km,Dealer_Receipt,City,Dealer_Name","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1"
304,890Portal,Default,dummy_new,Car Track At Inland,Sheet 28,map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,23,"Car ID,Pdi Ok,Warehouse Out,Customs,PDI_Entry,Port Arrival,Pre Warehouse Exit,Car Weight,Dealer_Arrival,Ideal Lead Time,Retail_Date,Production Date,Batch ID,Destination Port,Distance_in_km,Dealer_Receipt,City,Dealer_Name,Warehouse In,Seat Capacity,Type Class Car,Pre Warehouse Entry,Engine ID","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1"
305,890Portal,Default,dummy_new,Car Track At Inland,Sheet 49,Sheet1 (Glossary_Dummy) (2),,,0,,
306,890Portal,Default,dummy_new,Mumbai Port_Demographic,Sheet 17 (2),map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,7,"Car Weight,Destination Port,City,Dealer_Name,Seat Capacity,Type Class Car,Engine ID","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1"
307,890Portal,Default,dummy_new,Mumbai Port_Demographic,Sheet 9,map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,23,"Car ID,Pdi Ok,Warehouse Out,Customs,PDI_Entry,Port Arrival,Pre Warehouse Exit,Car Weight,Dealer_Arrival,Ideal Lead Time,Retail_Date,Production Date,Batch ID,Destination Port,Distance_in_km,Dealer_Receipt,City,Dealer_Name,Warehouse In,Seat Capacity,Type Class Car,Pre Warehouse Entry,Engine ID","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1"
308,890Portal,Default,dummy_new,Mumbai Port_Demographic,Sheet 38,Dummy_Mumbai (Dummy_MumbaiFinal) (2),Dummy_MumbaiFinal.xlsx,excel-direct,2,"Cargo Name,Car ID","Dummy_Mumbai,Dummy_Mumbai"
309,890Portal,Default,dummy_new,Mumbai Port_Demographic,Sheet 48,Sheet1 (Glossary_Dummy) (2),,,0,,
310,890Portal,Default,dummy_new,Mumbai Port_Demographic,Sheet 36,Dummy_Mumbai (Dummy_MumbaiFinal) (2),Dummy_MumbaiFinal.xlsx,excel-direct,20,"M-6,M-5,Cars Arriving,Avg. Temp.,M-10,M-1,Cars Waiting,M-2,M-11,Cargo Name,M-7,M-8,Month,M-4,M-3,CC prediction,M-9,FTA_1,day,Interior","Dummy_Mumbai,Dummy_Mumbai,Dummy_Mumbai,Dummy_Mumbai,Dummy_Mumbai,Dummy_Mumbai,Dummy_Mumbai,Dummy_Mumbai,Dummy_Mumbai,Dummy_Mumbai,Dummy_Mumbai,Dummy_Mumbai,Dummy_Mumbai,Dummy_Mumbai,Dummy_Mumbai,Dummy_Mumbai,Dummy_Mumbai,Dummy_Mumbai,Dummy_Mumbai,Dummy_Mumbai"
311,890Portal,Default,dummy_new,Mumbai Port_Demographic,Sheet 10,map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,23,"Car ID,Pdi Ok,Warehouse Out,Customs,PDI_Entry,Port Arrival,Pre Warehouse Exit,Car Weight,Dealer_Arrival,Ideal Lead Time,Retail_Date,Production Date,Batch ID,Destination Port,Distance_in_km,Dealer_Receipt,City,Dealer_Name,Warehouse In,Seat Capacity,Type Class Car,Pre Warehouse Entry,Engine ID","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1"
312,890Portal,Default,dummy_new,Mumbai Port_Demographic,Sheet 27,map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,23,"Car ID,Pdi Ok,Warehouse Out,Customs,PDI_Entry,Port Arrival,Pre Warehouse Exit,Car Weight,Dealer_Arrival,Ideal Lead Time,Retail_Date,Production Date,Batch ID,Destination Port,Distance_in_km,Dealer_Receipt,City,Dealer_Name,Warehouse In,Seat Capacity,Type Class Car,Pre Warehouse Entry,Engine ID","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1"
313,890Portal,Default,dummy_new,Mumbai Port_Demographic,Sheet 21,map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,23,"Car ID,Pdi Ok,Warehouse Out,Customs,PDI_Entry,Port Arrival,Pre Warehouse Exit,Car Weight,Dealer_Arrival,Ideal Lead Time,Retail_Date,Production Date,Batch ID,Destination Port,Distance_in_km,Dealer_Receipt,City,Dealer_Name,Warehouse In,Seat Capacity,Type Class Car,Pre Warehouse Entry,Engine ID","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1"
314,890Portal,Default,dummy_new,Mumbai Port_Demographic,Sheet 37,Dummy_Mumbai (Dummy_MumbaiFinal) (2),Dummy_MumbaiFinal.xlsx,excel-direct,2,"Cargo Name,Car ID","Dummy_Mumbai,Dummy_Mumbai"
315,890Portal,Default,dummy_new,Mumbai Port_Demographic,Sheet 28,map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,23,"Car ID,Pdi Ok,Warehouse Out,Customs,PDI_Entry,Port Arrival,Pre Warehouse Exit,Car Weight,Dealer_Arrival,Ideal Lead Time,Retail_Date,Production Date,Batch ID,Destination Port,Distance_in_km,Dealer_Receipt,City,Dealer_Name,Warehouse In,Seat Capacity,Type Class Car,Pre Warehouse Entry,Engine ID","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1"
316,890Portal,Default,dummy_new,Mumbai Port_Demographic,Sheet 49,Sheet1 (Glossary_Dummy) (2),,,0,,
317,890Portal,Default,dummy_new,Chennai Port_Demographic,Sheet 17 (2),map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,7,"Car Weight,Destination Port,City,Dealer_Name,Seat Capacity,Type Class Car,Engine ID","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1"
318,890Portal,Default,dummy_new,Chennai Port_Demographic,Sheet 9,map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,23,"Car ID,Pdi Ok,Warehouse Out,Customs,PDI_Entry,Port Arrival,Pre Warehouse Exit,Car Weight,Dealer_Arrival,Ideal Lead Time,Retail_Date,Production Date,Batch ID,Destination Port,Distance_in_km,Dealer_Receipt,City,Dealer_Name,Warehouse In,Seat Capacity,Type Class Car,Pre Warehouse Entry,Engine ID","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1"
319,890Portal,Default,dummy_new,Chennai Port_Demographic,Sheet 38,Dummy_Mumbai (Dummy_MumbaiFinal) (2),Dummy_MumbaiFinal.xlsx,excel-direct,2,"Cargo Name,Car ID","Dummy_Mumbai,Dummy_Mumbai"
320,890Portal,Default,dummy_new,Chennai Port_Demographic,Sheet 48,Sheet1 (Glossary_Dummy) (2),,,0,,
321,890Portal,Default,dummy_new,Chennai Port_Demographic,Sheet 10,map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,23,"Car ID,Pdi Ok,Warehouse Out,Customs,PDI_Entry,Port Arrival,Pre Warehouse Exit,Car Weight,Dealer_Arrival,Ideal Lead Time,Retail_Date,Production Date,Batch ID,Destination Port,Distance_in_km,Dealer_Receipt,City,Dealer_Name,Warehouse In,Seat Capacity,Type Class Car,Pre Warehouse Entry,Engine ID","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1"
322,890Portal,Default,dummy_new,Chennai Port_Demographic,Sheet 27,map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,23,"Car ID,Pdi Ok,Warehouse Out,Customs,PDI_Entry,Port Arrival,Pre Warehouse Exit,Car Weight,Dealer_Arrival,Ideal Lead Time,Retail_Date,Production Date,Batch ID,Destination Port,Distance_in_km,Dealer_Receipt,City,Dealer_Name,Warehouse In,Seat Capacity,Type Class Car,Pre Warehouse Entry,Engine ID","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1"
323,890Portal,Default,dummy_new,Chennai Port_Demographic,Sheet 21,map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,23,"Car ID,Pdi Ok,Warehouse Out,Customs,PDI_Entry,Port Arrival,Pre Warehouse Exit,Car Weight,Dealer_Arrival,Ideal Lead Time,Retail_Date,Production Date,Batch ID,Destination Port,Distance_in_km,Dealer_Receipt,City,Dealer_Name,Warehouse In,Seat Capacity,Type Class Car,Pre Warehouse Entry,Engine ID","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1"
324,890Portal,Default,dummy_new,Chennai Port_Demographic,Sheet 37,Dummy_Mumbai (Dummy_MumbaiFinal) (2),Dummy_MumbaiFinal.xlsx,excel-direct,2,"Cargo Name,Car ID","Dummy_Mumbai,Dummy_Mumbai"
325,890Portal,Default,dummy_new,Chennai Port_Demographic,Sheet 39,Dummy_ChennaiFinal (Dummy_ChennaiFinal),Dummy_ChennaiFinal.xlsx,excel-direct,18,"M-1,Cargo Name,M-9,Cars Arriving,FTA_1,M-8,Avg. Temp.,Cars Waiting,M-4,Month,M-2,CC prediction,day,M-6,Interior,M-5,M-7,M-3","Dummy_ChennaiFinal,Dummy_ChennaiFinal,Dummy_ChennaiFinal,Dummy_ChennaiFinal,Dummy_ChennaiFinal,Dummy_ChennaiFinal,Dummy_ChennaiFinal,Dummy_ChennaiFinal,Dummy_ChennaiFinal,Dummy_ChennaiFinal,Dummy_ChennaiFinal,Dummy_ChennaiFinal,Dummy_ChennaiFinal,Dummy_ChennaiFinal,Dummy_ChennaiFinal,Dummy_ChennaiFinal,Dummy_ChennaiFinal,Dummy_ChennaiFinal"
326,890Portal,Default,dummy_new,Chennai Port_Demographic,Sheet 28,map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,23,"Car ID,Pdi Ok,Warehouse Out,Customs,PDI_Entry,Port Arrival,Pre Warehouse Exit,Car Weight,Dealer_Arrival,Ideal Lead Time,Retail_Date,Production Date,Batch ID,Destination Port,Distance_in_km,Dealer_Receipt,City,Dealer_Name,Warehouse In,Seat Capacity,Type Class Car,Pre Warehouse Entry,Engine ID","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1"
327,890Portal,Default,dummy_new,Chennai Port_Demographic,Sheet 49,Sheet1 (Glossary_Dummy) (2),,,0,,
328,890Portal,Default,dummy_new,Mumbai Port_Car,Sheet 17 (2),map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,7,"Car Weight,Destination Port,City,Dealer_Name,Seat Capacity,Type Class Car,Engine ID","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1"
329,890Portal,Default,dummy_new,Mumbai Port_Car,Sheet 10 (2),map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,15,"Car ID,Pdi Ok,Warehouse Out,Customs,PDI_Entry,Pre Warehouse Exit,Car Weight,Destination Port,City,Dealer_Name,Warehouse In,Seat Capacity,Type Class Car,Pre Warehouse Entry,Engine ID","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1"
330,890Portal,Default,dummy_new,Mumbai Port_Car,Sheet 38,Dummy_Mumbai (Dummy_MumbaiFinal) (2),Dummy_MumbaiFinal.xlsx,excel-direct,2,"Cargo Name,Car ID","Dummy_Mumbai,Dummy_Mumbai"
331,890Portal,Default,dummy_new,Mumbai Port_Car,Sheet 12 (2),map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,12,"Car ID,Pdi Ok,Warehouse Out,Customs,PDI_Entry,Pre Warehouse Exit,Car Weight,Warehouse In,Seat Capacity,Type Class Car,Pre Warehouse Entry,Engine ID","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1"
332,890Portal,Default,dummy_new,Mumbai Port_Car,Sheet 48,Sheet1 (Glossary_Dummy) (2),,,0,,
333,890Portal,Default,dummy_new,Mumbai Port_Car,Sheet 40,Dummy_Mumbai (Dummy_MumbaiFinal) (2),Dummy_MumbaiFinal.xlsx,excel-direct,11,"Dealer_Name,Type Class Car,Batch ID,Cargo Name,Car ID,City,Seat Capacity,CC prediction,Engine ID,Engine ID Name,Interior","Dummy_Mumbai,Dummy_Mumbai,Dummy_Mumbai,Dummy_Mumbai,Dummy_Mumbai,Dummy_Mumbai,Dummy_Mumbai,Dummy_Mumbai,Dummy_Mumbai,Dummy_Mumbai,Dummy_Mumbai"
334,890Portal,Default,dummy_new,Mumbai Port_Car,Sheet 27,map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,23,"Car ID,Pdi Ok,Warehouse Out,Customs,PDI_Entry,Port Arrival,Pre Warehouse Exit,Car Weight,Dealer_Arrival,Ideal Lead Time,Retail_Date,Production Date,Batch ID,Destination Port,Distance_in_km,Dealer_Receipt,City,Dealer_Name,Warehouse In,Seat Capacity,Type Class Car,Pre Warehouse Entry,Engine ID","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1"
335,890Portal,Default,dummy_new,Mumbai Port_Car,Sheet 21,map_data_inland_1 (Dummy),Dummy.xlsx,excel-direct,23,"Car ID,Pdi Ok,Warehouse Out,Customs,PDI_Entry,Port Arrival,Pre Warehouse Exit,Car Weight,Dealer_Arrival,Ideal Lead Time,Retail_Date,Production Date,Batch ID,Destination Port,Distance_in_km,Dealer_Receipt,City,Dealer_Name,Warehouse In,Seat Capacity,Type Class Car,Pre Warehouse Entry,Engine ID","map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1,map_data_inland_1"
336,890Portal,Default,dummy_new,Mumbai Port_Car,Sheet 37,Dummy_Mumbai (Dummy_MumbaiFinal) (2),Dummy_MumbaiFinal.xlsx,excel-direct,2,"Cargo Name,Car ID","Dummy_Mumbai,Dummy_Mumbai"
