,Site_name,Project_name,Workbook_name,Dashboard_name,Datasource_name,Database_name,Database_connection,Column_name,Table_name
601,890Portal,COVID-19,Covid 19 Internal V6,Account Risk,Sheet1 (5_11_20_Account Risk_Company Name),5_11_20_Account Risk_Company Name.xlsx,excel-direct,Region,Sheet1
600,890Portal,COVID-19,Covid 19 Internal V6,Account Risk,Sheet1 (5_11_20_Account Risk_Company Name),5_11_20_Account Risk_Company Name.xlsx,excel-direct,Account,Sheet1
606,890Portal,COVID-19,Covid 19 Internal V6,Account Risk,Sheet1 (5_11_20_Account Risk_Company Name),5_11_20_Account Risk_Company Name.xlsx,excel-direct,Country,Sheet1
605,890Portal,COVID-19,Covid 19 Internal V6,Account Risk,Sheet1 (5_11_20_Account Risk_Company Name),5_11_20_Account Risk_Company Name.xlsx,excel-direct,Risk Class,Sheet1
604,890Portal,COVID-19,Covid 19 Internal V6,Account Risk,Sheet1 (5_11_20_Account Risk_Company Name),5_11_20_Account Risk_Company Name.xlsx,excel-direct,Industry,Sheet1
603,890Portal,COVID-19,Covid 19 Internal V6,Account Risk,Sheet1 (5_11_20_Account Risk_Company Name),5_11_20_Account Risk_Company Name.xlsx,excel-direct,Conditional Formating Risk Class,Sheet1
597,890Portal,COVID-19,Covid 19 Internal V6,Account Risk,Sheet1 (5_11_20_Account Risk_Company Name),5_11_20_Account Risk_Company Name.xlsx,excel-direct,News Mentions,Sheet1
598,890Portal,COVID-19,Covid 19 Internal V6,Account Risk,Sheet1 (5_11_20_Account Risk_Company Name),5_11_20_Account Risk_Company Name.xlsx,excel-direct,Impact,Sheet1
609,890Portal,COVID-19,Covid 19 Internal V6,Account Risk,Sheet1 (5_11_20_Account Risk_Company Name),5_11_20_Account Risk_Company Name.xlsx,excel-direct,Blank cell,Sheet1
611,890Portal,COVID-19,Covid 19 Internal V6,Account Risk,Sheet1 (5_11_20_Account Risk_Company Name),5_11_20_Account Risk_Company Name.xlsx,excel-direct,Blank Abc column,Sheet1
842,890Portal,COVID-19,Covid 19 Internal V6,Covid FTE Projector,Sheet1 (5_11_20_COVID 19 FTE Projector) (2),5_11_20_COVID 19 FTE Projector.xlsx,excel-direct,COVID Forecast For Q2,Sheet1
843,890Portal,COVID-19,Covid 19 Internal V6,Covid FTE Projector,Sheet1 (5_11_20_COVID 19 FTE Projector) (2),5_11_20_COVID 19 FTE Projector.xlsx,excel-direct,Country,Sheet1
844,890Portal,COVID-19,Covid 19 Internal V6,Covid FTE Projector,Sheet1 (5_11_20_COVID 19 FTE Projector) (2),5_11_20_COVID 19 FTE Projector.xlsx,excel-direct,Account Name,Sheet1
845,890Portal,COVID-19,Covid 19 Internal V6,Covid FTE Projector,Sheet1 (5_11_20_COVID 19 FTE Projector) (2),5_11_20_COVID 19 FTE Projector.xlsx,excel-direct,Feb 20 FTE,Sheet1
846,890Portal,COVID-19,Covid 19 Internal V6,Covid FTE Projector,Sheet1 (5_11_20_COVID 19 FTE Projector) (2),5_11_20_COVID 19 FTE Projector.xlsx,excel-direct,COVID Impact,Sheet1
847,890Portal,COVID-19,Covid 19 Internal V6,Covid FTE Projector,Sheet1 (5_11_20_COVID 19 FTE Projector) (2),5_11_20_COVID 19 FTE Projector.xlsx,excel-direct,Industry,Sheet1
848,890Portal,COVID-19,Covid 19 Internal V6,Covid FTE Projector,Sheet1 (5_11_20_COVID 19 FTE Projector) (2),5_11_20_COVID 19 FTE Projector.xlsx,excel-direct,Baseline Forecast For Q2,Sheet1
849,890Portal,COVID-19,Covid 19 Internal V6,Covid FTE Projector,Sheet1 (5_11_20_COVID 19 FTE Projector) (2),5_11_20_COVID 19 FTE Projector.xlsx,excel-direct,Account Type,Sheet1
622,890Portal,COVID-19,Covid 19 Internal V6,Account Risk,Sheet1 (5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC)),5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC).xlsx,excel-direct,Account,Sheet1
673,890Portal,COVID-19,Covid 19 Internal V6,Geo Industry Risk,Sheet1 (5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC)),5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC).xlsx,excel-direct,Pre-Covid Forecast Growth,Sheet1
674,890Portal,COVID-19,Covid 19 Internal V6,Geo Industry Risk,Sheet1 (5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC)),5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC).xlsx,excel-direct,Industry,Sheet1
675,890Portal,COVID-19,Covid 19 Internal V6,Geo Industry Risk,Sheet1 (5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC)),5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC).xlsx,excel-direct,Country Risk,Sheet1
676,890Portal,COVID-19,Covid 19 Internal V6,Geo Industry Risk,Sheet1 (5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC)),5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC).xlsx,excel-direct,Industry risk,Sheet1
678,890Portal,COVID-19,Covid 19 Internal V6,Geo Industry Risk,Sheet1 (5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC)),5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC).xlsx,excel-direct,Pred Impact,Sheet1
679,890Portal,COVID-19,Covid 19 Internal V6,Geo Industry Risk,Sheet1 (5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC)),5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC).xlsx,excel-direct,Account Type,Sheet1
680,890Portal,COVID-19,Covid 19 Internal V6,Geo Industry Risk,Sheet1 (5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC)),5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC).xlsx,excel-direct,Baseline FTE,Sheet1
624,890Portal,COVID-19,Covid 19 Internal V6,Account Risk,Sheet1 (5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC)),5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC).xlsx,excel-direct,Leverage,Sheet1
612,890Portal,COVID-19,Covid 19 Internal V6,Account Risk,Sheet1 (5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC)),5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC).xlsx,excel-direct,Pre-Covid Forecast Growth,Sheet1
613,890Portal,COVID-19,Covid 19 Internal V6,Account Risk,Sheet1 (5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC)),5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC).xlsx,excel-direct,Industry,Sheet1
614,890Portal,COVID-19,Covid 19 Internal V6,Account Risk,Sheet1 (5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC)),5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC).xlsx,excel-direct,Conditional Formating Risk Class,Sheet1
615,890Portal,COVID-19,Covid 19 Internal V6,Account Risk,Sheet1 (5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC)),5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC).xlsx,excel-direct,Risk Class,Sheet1
616,890Portal,COVID-19,Covid 19 Internal V6,Account Risk,Sheet1 (5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC)),5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC).xlsx,excel-direct,Asset turnover,Sheet1
617,890Portal,COVID-19,Covid 19 Internal V6,Account Risk,Sheet1 (5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC)),5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC).xlsx,excel-direct,Country Risk,Sheet1
618,890Portal,COVID-19,Covid 19 Internal V6,Account Risk,Sheet1 (5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC)),5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC).xlsx,excel-direct,Blank Abc column,Sheet1
619,890Portal,COVID-19,Covid 19 Internal V6,Account Risk,Sheet1 (5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC)),5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC).xlsx,excel-direct,Region,Sheet1
620,890Portal,COVID-19,Covid 19 Internal V6,Account Risk,Sheet1 (5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC)),5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC).xlsx,excel-direct,Account Type,Sheet1
621,890Portal,COVID-19,Covid 19 Internal V6,Account Risk,Sheet1 (5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC)),5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC).xlsx,excel-direct,Country,Sheet1
623,890Portal,COVID-19,Covid 19 Internal V6,Account Risk,Sheet1 (5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC)),5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC).xlsx,excel-direct,S&P Rating,Sheet1
677,890Portal,COVID-19,Covid 19 Internal V6,Geo Industry Risk,Sheet1 (5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC)),5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC).xlsx,excel-direct,Region,Sheet1
582,890Portal,COVID-19,Covid 19 Internal V6,Account Risk,Sheet1 (5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC)),5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC).xlsx,excel-direct,FTE Change,Sheet1
588,890Portal,COVID-19,Covid 19 Internal V6,Account Risk,Sheet1 (5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC)),5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC).xlsx,excel-direct,Predicted FTE,Sheet1
567,890Portal,COVID-19,Covid 19 Internal V6,Executive Dashboard,Sheet1 (5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC)),5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC).xlsx,excel-direct,Risk Class (copy),Sheet1
566,890Portal,COVID-19,Covid 19 Internal V6,Executive Dashboard,Sheet1 (5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC)),5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC).xlsx,excel-direct,Baseline FTE,Sheet1
564,890Portal,COVID-19,Covid 19 Internal V6,Executive Dashboard,Sheet1 (5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC)),5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC).xlsx,excel-direct,Region,Sheet1
563,890Portal,COVID-19,Covid 19 Internal V6,Executive Dashboard,Sheet1 (5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC)),5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC).xlsx,excel-direct,Industry,Sheet1
590,890Portal,COVID-19,Covid 19 Internal V6,Account Risk,Sheet1 (5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC)),5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC).xlsx,excel-direct,Baseline FTE,Sheet1
591,890Portal,COVID-19,Covid 19 Internal V6,Account Risk,Sheet1 (5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC)),5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC).xlsx,excel-direct,0,Sheet1
565,890Portal,COVID-19,Covid 19 Internal V6,Executive Dashboard,Sheet1 (5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC)),5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC).xlsx,excel-direct,Account Type,Sheet1
544,890Portal,COVID-19,Covid 19 Internal V6,Executive Dashboard,Sheet1 (5_11_20_Key Opportunity Groups (HC)),5_11_20_Key Opportunity Groups (HC).xlsx,excel-direct,KPI for Key Risk Group,Sheet1
570,890Portal,COVID-19,Covid 19 Internal V6,Executive Dashboard,Sheet1 (5_11_20_Key Opportunity Groups (HC)),5_11_20_Key Opportunity Groups (HC).xlsx,excel-direct,Feb 20 FTE,Sheet1
543,890Portal,COVID-19,Covid 19 Internal V6,Executive Dashboard,Sheet1 (5_11_20_Key Opportunity Groups (HC)),5_11_20_Key Opportunity Groups (HC).xlsx,excel-direct,Account Name,Sheet1
542,890Portal,COVID-19,Covid 19 Internal V6,Executive Dashboard,Sheet1 (5_11_20_Key Opportunity Groups (HC)),5_11_20_Key Opportunity Groups (HC).xlsx,excel-direct,Industry,Sheet1
540,890Portal,COVID-19,Covid 19 Internal V6,Executive Dashboard,Sheet1 (5_11_20_Key Opportunity Groups (HC)),5_11_20_Key Opportunity Groups (HC).xlsx,excel-direct,KPI Key Opportunity Group,Sheet1
574,890Portal,COVID-19,Covid 19 Internal V6,Executive Dashboard,Sheet1 (5_11_20_Key Opportunity Groups (HC)),5_11_20_Key Opportunity Groups (HC).xlsx,excel-direct,COVID Forcast,Sheet1
755,890Portal,Default,Covid 19 External V6,Account Risk,Sheet1 (Account Risk External),Account Risk External.xlsx,excel-direct,FTE Change,Sheet1
724,890Portal,Default,Covid 19 External V6,Executive Dashboard,Sheet1 (Account Risk External),Account Risk External.xlsx,excel-direct,Region,Sheet1
723,890Portal,Default,Covid 19 External V6,Executive Dashboard,Sheet1 (Account Risk External),Account Risk External.xlsx,excel-direct,Account Type,Sheet1
722,890Portal,Default,Covid 19 External V6,Executive Dashboard,Sheet1 (Account Risk External),Account Risk External.xlsx,excel-direct,Risk Class (copy),Sheet1
721,890Portal,Default,Covid 19 External V6,Executive Dashboard,Sheet1 (Account Risk External),Account Risk External.xlsx,excel-direct,Industry,Sheet1
720,890Portal,Default,Covid 19 External V6,Executive Dashboard,Sheet1 (Account Risk External),Account Risk External.xlsx,excel-direct,Baseline FTE,Sheet1
747,890Portal,Default,Covid 19 External V6,Account Risk,Sheet1 (Account Risk External),Account Risk External.xlsx,excel-direct,Baseline FTE,Sheet1
748,890Portal,Default,Covid 19 External V6,Account Risk,Sheet1 (Account Risk External),Account Risk External.xlsx,excel-direct,Account,Sheet1
749,890Portal,Default,Covid 19 External V6,Account Risk,Sheet1 (Account Risk External),Account Risk External.xlsx,excel-direct,Industry,Sheet1
750,890Portal,Default,Covid 19 External V6,Account Risk,Sheet1 (Account Risk External),Account Risk External.xlsx,excel-direct,Risk Class,Sheet1
754,890Portal,Default,Covid 19 External V6,Account Risk,Sheet1 (Account Risk External),Account Risk External.xlsx,excel-direct,Account Type,Sheet1
752,890Portal,Default,Covid 19 External V6,Account Risk,Sheet1 (Account Risk External),Account Risk External.xlsx,excel-direct,Country,Sheet1
771,890Portal,Default,Covid 19 External V6,Account Risk,Sheet1 (Account Risk External),Account Risk External.xlsx,excel-direct,Leverage,Sheet1
770,890Portal,Default,Covid 19 External V6,Account Risk,Sheet1 (Account Risk External),Account Risk External.xlsx,excel-direct,Blank Abc column,Sheet1
751,890Portal,Default,Covid 19 External V6,Account Risk,Sheet1 (Account Risk External),Account Risk External.xlsx,excel-direct,Conditional Formating Risk Class,Sheet1
768,890Portal,Default,Covid 19 External V6,Account Risk,Sheet1 (Account Risk External),Account Risk External.xlsx,excel-direct,Region,Sheet1
757,890Portal,Default,Covid 19 External V6,Account Risk,Sheet1 (Account Risk External),Account Risk External.xlsx,excel-direct,0,Sheet1
753,890Portal,Default,Covid 19 External V6,Account Risk,Sheet1 (Account Risk External),Account Risk External.xlsx,excel-direct,Predicted FTE,Sheet1
769,890Portal,Default,Covid 19 External V6,Account Risk,Sheet1 (Account Risk External),Account Risk External.xlsx,excel-direct,Asset turnover,Sheet1
759,890Portal,Default,Covid 19 External V6,Account Risk,Sheet1 (Account Risk External),Account Risk External.xlsx,excel-direct,S&P Rating,Sheet1
762,890Portal,Default,Covid 19 External V6,Account Risk,Sheet1 (Account Risk External),Account Risk External.xlsx,excel-direct,Pre-Covid Forecast Growth,Sheet1
764,890Portal,Default,Covid 19 External V6,Account Risk,Sheet1 (Account Risk External),Account Risk External.xlsx,excel-direct,Country Risk,Sheet1
713,890Portal,Default,Covid 19 External V6,Executive Dashboard,"Sheet1 (Account Risk External),Sheet1 (Before and After COVID 19 New)","Before and After COVID 19 New.xlsx,Account Risk External.xlsx","excel-direct,excel-direct",Before COVID 19,Sheet1
714,890Portal,Default,Covid 19 External V6,Executive Dashboard,"Sheet1 (Account Risk External),Sheet1 (Before and After COVID 19 New)","Before and After COVID 19 New.xlsx,Account Risk External.xlsx","excel-direct,excel-direct",Region,Sheet1
716,890Portal,Default,Covid 19 External V6,Executive Dashboard,"Sheet1 (Account Risk External),Sheet1 (Before and After COVID 19 New)","Before and After COVID 19 New.xlsx,Account Risk External.xlsx","excel-direct,excel-direct",Date,Sheet1
717,890Portal,Default,Covid 19 External V6,Executive Dashboard,"Sheet1 (Account Risk External),Sheet1 (Before and After COVID 19 New)","Before and After COVID 19 New.xlsx,Account Risk External.xlsx","excel-direct,excel-direct",Account Type,Sheet1
718,890Portal,Default,Covid 19 External V6,Executive Dashboard,"Sheet1 (Account Risk External),Sheet1 (Before and After COVID 19 New)","Before and After COVID 19 New.xlsx,Account Risk External.xlsx","excel-direct,excel-direct",After COVID 19,Sheet1
715,890Portal,Default,Covid 19 External V6,Executive Dashboard,"Sheet1 (Account Risk External),Sheet1 (Before and After COVID 19 New)","Before and After COVID 19 New.xlsx,Account Risk External.xlsx","excel-direct,excel-direct",Industry,Sheet1
742,890Portal,Default,Covid 19 External V6,Account Risk,Sheet1 (Account Risk Latest V1),Account Risk Latest V1.xlsx,excel-direct,Region,Sheet1
735,890Portal,Default,Covid 19 External V6,Account Risk,Sheet1 (Account Risk Latest V1),Account Risk Latest V1.xlsx,excel-direct,Risk Class,Sheet1
732,890Portal,Default,Covid 19 External V6,Account Risk,Sheet1 (Account Risk Latest V1),Account Risk Latest V1.xlsx,excel-direct,Country,Sheet1
736,890Portal,Default,Covid 19 External V6,Account Risk,Sheet1 (Account Risk Latest V1),Account Risk Latest V1.xlsx,excel-direct,Account Type,Sheet1
738,890Portal,Default,Covid 19 External V6,Account Risk,Sheet1 (Account Risk Latest V1),Account Risk Latest V1.xlsx,excel-direct,Account,Sheet1
739,890Portal,Default,Covid 19 External V6,Account Risk,Sheet1 (Account Risk Latest V1),Account Risk Latest V1.xlsx,excel-direct,Industry,Sheet1
740,890Portal,Default,Covid 19 External V6,Account Risk,Sheet1 (Account Risk Latest V1),Account Risk Latest V1.xlsx,excel-direct,Conditional Formating Risk Class,Sheet1
743,890Portal,Default,Covid 19 External V6,Account Risk,Sheet1 (Account Risk Latest V1),Account Risk Latest V1.xlsx,excel-direct,Blank Abc column,Sheet1
745,890Portal,Default,Covid 19 External V6,Account Risk,Sheet1 (Account Risk Latest V1),Account Risk Latest V1.xlsx,excel-direct,News Mentions,Sheet1
746,890Portal,Default,Covid 19 External V6,Account Risk,Sheet1 (Account Risk Latest V1),Account Risk Latest V1.xlsx,excel-direct,Impact,Sheet1
712,890Portal,Default,Covid 19 External V6,Executive Dashboard,Sheet1 (Account Risk with Jan FTE),Account Risk with Jan FTE.xlsx,excel-direct,Industry,Sheet1
555,890Portal,COVID-19,Covid 19 Internal V6,Executive Dashboard,Sheet1 (Account Risk with Jan FTE),Account Risk with Jan FTE.xlsx,excel-direct,Risk Class (copy),Sheet1
556,890Portal,COVID-19,Covid 19 Internal V6,Executive Dashboard,Sheet1 (Account Risk with Jan FTE),Account Risk with Jan FTE.xlsx,excel-direct,Region,Sheet1
557,890Portal,COVID-19,Covid 19 Internal V6,Executive Dashboard,Sheet1 (Account Risk with Jan FTE),Account Risk with Jan FTE.xlsx,excel-direct,Jan FTE,Sheet1
558,890Portal,COVID-19,Covid 19 Internal V6,Executive Dashboard,Sheet1 (Account Risk with Jan FTE),Account Risk with Jan FTE.xlsx,excel-direct,Industry,Sheet1
709,890Portal,Default,Covid 19 External V6,Executive Dashboard,Sheet1 (Account Risk with Jan FTE),Account Risk with Jan FTE.xlsx,excel-direct,Region,Sheet1
711,890Portal,Default,Covid 19 External V6,Executive Dashboard,Sheet1 (Account Risk with Jan FTE),Account Risk with Jan FTE.xlsx,excel-direct,Jan FTE,Sheet1
710,890Portal,Default,Covid 19 External V6,Executive Dashboard,Sheet1 (Account Risk with Jan FTE),Account Risk with Jan FTE.xlsx,excel-direct,Risk Class (copy),Sheet1
480,890Portal,Default,WFH Analytics Draft,Overview,Sheet1 (Asset Requests),Asset Requests.xlsx,excel-direct,Asset Fulfillment,Sheet1
479,890Portal,Default,WFH Analytics Draft,Overview,Sheet1 (Asset Requests),Asset Requests.xlsx,excel-direct,Number,Sheet1
404,890Portal,Default,WFH Analytics,Overview,Sheet1 (Asset Requests),Asset Requests.xlsx,excel-direct,Number,Sheet1
403,890Portal,Default,WFH Analytics,Overview,Sheet1 (Asset Requests),Asset Requests.xlsx,excel-direct,Asset Fulfillment,Sheet1
552,890Portal,COVID-19,Covid 19 Internal V6,Executive Dashboard,"Sheet1 (Before and After COVID 19 New),Sheet1 (5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC))","Before and After COVID 19 New.xlsx,5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC).xlsx","excel-direct,excel-direct",Industry,Sheet1
553,890Portal,COVID-19,Covid 19 Internal V6,Executive Dashboard,"Sheet1 (Before and After COVID 19 New),Sheet1 (5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC))","Before and After COVID 19 New.xlsx,5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC).xlsx","excel-direct,excel-direct",Account Type,Sheet1
550,890Portal,COVID-19,Covid 19 Internal V6,Executive Dashboard,"Sheet1 (Before and After COVID 19 New),Sheet1 (5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC))","Before and After COVID 19 New.xlsx,5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC).xlsx","excel-direct,excel-direct",Before COVID 19,Sheet1
549,890Portal,COVID-19,Covid 19 Internal V6,Executive Dashboard,"Sheet1 (Before and After COVID 19 New),Sheet1 (5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC))","Before and After COVID 19 New.xlsx,5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC).xlsx","excel-direct,excel-direct",Region,Sheet1
551,890Portal,COVID-19,Covid 19 Internal V6,Executive Dashboard,"Sheet1 (Before and After COVID 19 New),Sheet1 (5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC))","Before and After COVID 19 New.xlsx,5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC).xlsx","excel-direct,excel-direct",Date,Sheet1
554,890Portal,COVID-19,Covid 19 Internal V6,Executive Dashboard,"Sheet1 (Before and After COVID 19 New),Sheet1 (5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC))","Before and After COVID 19 New.xlsx,5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC).xlsx","excel-direct,excel-direct",After COVID 19,Sheet1
801,890Portal,Default,Covid 19 External V6,Covid Impact on Employee Predictor,Sheet1 (COVID 19 FTE Predictor External) (2),COVID 19 FTE Predictor External.xlsx,excel-direct,Country,Sheet1
802,890Portal,Default,Covid 19 External V6,Covid Impact on Employee Predictor,Sheet1 (COVID 19 FTE Predictor External) (2),COVID 19 FTE Predictor External.xlsx,excel-direct,COVID Forecast,Sheet1
803,890Portal,Default,Covid 19 External V6,Covid Impact on Employee Predictor,Sheet1 (COVID 19 FTE Predictor External) (2),COVID 19 FTE Predictor External.xlsx,excel-direct,Feb 20 FTE,Sheet1
804,890Portal,Default,Covid 19 External V6,Covid Impact on Employee Predictor,Sheet1 (COVID 19 FTE Predictor External) (2),COVID 19 FTE Predictor External.xlsx,excel-direct,COVID Impact,Sheet1
806,890Portal,Default,Covid 19 External V6,Covid Impact on Employee Predictor,Sheet1 (COVID 19 FTE Predictor External) (2),COVID 19 FTE Predictor External.xlsx,excel-direct,Account Name,Sheet1
805,890Portal,Default,Covid 19 External V6,Covid Impact on Employee Predictor,Sheet1 (COVID 19 FTE Predictor External) (2),COVID 19 FTE Predictor External.xlsx,excel-direct,Industry,Sheet1
808,890Portal,Default,Covid 19 External V6,Covid Impact on Employee Predictor,Sheet1 (COVID 19 FTE Predictor External) (2),COVID 19 FTE Predictor External.xlsx,excel-direct,Account Type,Sheet1
807,890Portal,Default,Covid 19 External V6,Covid Impact on Employee Predictor,Sheet1 (COVID 19 FTE Predictor External) (2),COVID 19 FTE Predictor External.xlsx,excel-direct,Baseline Forecast,Sheet1
280,890Portal,Default,Consolidated Cookbook,Comparison of People Metrics,Sheet1 (Claim Data),Claim Data.xlsx,excel-direct,Detractor/Promoter,Sheet1
284,890Portal,Default,Consolidated Cookbook,Comparison of People Metrics,Sheet1 (Claim Data),Claim Data.xlsx,excel-direct,CYCLE TIME,Sheet1
285,890Portal,Default,Consolidated Cookbook,Comparison of People Metrics,Sheet1 (Claim Data),Claim Data.xlsx,excel-direct,ID,Sheet1
286,890Portal,Default,Consolidated Cookbook,Comparison of People Metrics,Sheet1 (Claim Data),Claim Data.xlsx,excel-direct,URBANICITY,Sheet1
1327,890Portal,Default,dummy_new,Car Track At Port,Sheet1 (Glossary_Dummy) (2),,,NaN,NaN
1726,890Portal,Default,dummy_new,Car Track At Inland,Sheet1 (Glossary_Dummy) (2),,,NaN,NaN
1759,890Portal,Default,dummy_new,Mumbai Port_Demographic,Sheet1 (Glossary_Dummy) (2),,,NaN,NaN
1907,890Portal,Default,dummy_new,Chennai Port_Demographic,Sheet1 (Glossary_Dummy) (2),,,NaN,NaN
2774,890Portal,Default,dummy_new,Glossary,Sheet1 (Glossary_Dummy) (2),,,NaN,NaN
2155,890Portal,Default,dummy_new,Mumbai Port_Car,Sheet1 (Glossary_Dummy) (2),,,NaN,NaN
2203,890Portal,Default,dummy_new,Chennai Port_Car,Sheet1 (Glossary_Dummy) (2),,,NaN,NaN
2341,890Portal,Default,dummy_new,Dealer Analysis,Sheet1 (Glossary_Dummy) (2),,,NaN,NaN
2531,890Portal,Default,dummy_new,City Level Analysis,Sheet1 (Glossary_Dummy) (2),,,NaN,NaN
2749,890Portal,Default,dummy_new,Glossary,Sheet1 (Glossary_Dummy) (2),Glossary_Dummy.xlsx,excel-direct,Description,Sheet1
2750,890Portal,Default,dummy_new,Glossary,Sheet1 (Glossary_Dummy) (2),Glossary_Dummy.xlsx,excel-direct,Terminology,Sheet1
281,890Portal,Default,Consolidated Cookbook,Comparison of People Metrics,Sheet1 (NPS Metrics),NPS Metrics.xlsx,excel-direct,CSAT (Org),Sheet1
282,890Portal,Default,Consolidated Cookbook,Comparison of People Metrics,Sheet1 (NPS Metrics),NPS Metrics.xlsx,excel-direct,CSAT (Industry),Sheet1
283,890Portal,Default,Consolidated Cookbook,Comparison of People Metrics,Sheet1 (NPS Metrics),NPS Metrics.xlsx,excel-direct,Year,Sheet1
289,890Portal,Default,Consolidated Cookbook,Comparison of People Metrics,Sheet1 (NPS Metrics),NPS Metrics.xlsx,excel-direct,NPS (Industry),Sheet1
288,890Portal,Default,Consolidated Cookbook,Comparison of People Metrics,Sheet1 (NPS Metrics),NPS Metrics.xlsx,excel-direct,NPS (Org),Sheet1
546,890Portal,COVID-19,Covid 19 Internal V6,Executive Dashboard,Sheet1 (Probable Sales Excel),Probable Sales Excel.xlsx,excel-direct,Practice,Sheet1
547,890Portal,COVID-19,Covid 19 Internal V6,Executive Dashboard,Sheet1 (Probable Sales Excel),Probable Sales Excel.xlsx,excel-direct,Probable Sales,Sheet1
489,890Portal,Default,WFH Analytics Draft,Overview,Sheet1 (Radar Data),Radar Data.xlsx,excel-direct,Current,Sheet1
413,890Portal,Default,WFH Analytics,Overview,Sheet1 (Radar Data),Radar Data.xlsx,excel-direct,Metrics,Sheet1
481,890Portal,Default,WFH Analytics Draft,Overview,Sheet1 (Radar Data),Radar Data.xlsx,excel-direct,Metrics,Sheet1
490,890Portal,Default,WFH Analytics Draft,Overview,Sheet1 (Radar Data),Radar Data.xlsx,excel-direct,Capacity,Sheet1
488,890Portal,Default,WFH Analytics Draft,Overview,Sheet1 (Radar Data),Radar Data.xlsx,excel-direct,Location,Sheet1
